time, G_01, G_02,G_03,G_04,G_05,G_06,G_07,G_08,G_09,G_10
0.554,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.555,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.556,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.557,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.558,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.559,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.560,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.561,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.562,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.563,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.564,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.565,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.566,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.567,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.568,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.569,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.570,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.571,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.572,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.573,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.574,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.575,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.576,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.577,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.578,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.579,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.580,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.581,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.582,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.583,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.584,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.585,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.586,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.587,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.588,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.589,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.590,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.591,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.592,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.593,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.594,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.595,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.596,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.597,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.598,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.599,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.600,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.601,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.602,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.603,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.604,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.605,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.606,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.607,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.608,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.609,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.610,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.611,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.612,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.613,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.614,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.615,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.616,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.617,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.618,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.619,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.620,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.621,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.622,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.623,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.624,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.625,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.626,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.627,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.628,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.629,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.630,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.631,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.632,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.633,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.634,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.635,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.636,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.637,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.638,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.639,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.640,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.641,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.642,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.643,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.644,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.645,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.646,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.647,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.648,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.649,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.650,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.651,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.652,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.653,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.654,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.655,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.656,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.657,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.658,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.659,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.660,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.661,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.662,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.663,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.664,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.665,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.666,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.667,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.668,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.669,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.670,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.671,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.672,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.673,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.674,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.675,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.676,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.677,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.678,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.679,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.680,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.681,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.682,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.683,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.684,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.685,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.686,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.687,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.688,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.689,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.690,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.691,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.692,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.693,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.694,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.695,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.696,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.697,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.698,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.699,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.700,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.701,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.702,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.703,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.704,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.705,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.706,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.707,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.708,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.709,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.710,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.711,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.712,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.713,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.714,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.715,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.716,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.717,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.718,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.719,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.720,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.721,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.722,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.723,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.724,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.725,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.726,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.727,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.728,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.729,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.730,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.731,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.732,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.733,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.734,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.735,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.736,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.737,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.738,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.739,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.740,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.741,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.742,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.743,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.744,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.745,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.746,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.747,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.748,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.749,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.750,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.751,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.752,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.753,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.754,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.755,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.756,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.757,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.758,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.759,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.760,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.761,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.762,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.763,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.764,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.765,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.766,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.767,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.768,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.769,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.770,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.771,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.772,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.773,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.774,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.775,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.776,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.777,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.778,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.779,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.780,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.781,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.782,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.783,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.784,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.785,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.786,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.787,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.788,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.789,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.790,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.791,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.792,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.793,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.794,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.795,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.796,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.797,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.798,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.799,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.800,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.801,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.802,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.803,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.804,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.805,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.806,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.807,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.808,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.809,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.810,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.811,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.812,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.813,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.814,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.815,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.816,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.817,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.818,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.819,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.820,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.821,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.822,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.823,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.824,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.825,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.826,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.827,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.828,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.829,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.830,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.831,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.832,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.833,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.834,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.835,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.836,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.837,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.838,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.839,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.840,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.841,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.842,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.843,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.844,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.845,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.846,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.847,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.848,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.849,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.850,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.851,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.852,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.853,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.854,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.855,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.856,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.857,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.858,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.859,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.860,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.861,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.862,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
0.863,1000.000,520.811,650.000,632.000,508.000,650.000,560.000,540.000,830.000,250.000
